season,state,zone,climate,population,epi_week_of_season,week_start,iso_year,iso_week,cases,hospitalizations,deaths,cases_per_100k,hosp_per_100k,deaths_per_100k
2024/2025,Borno,NE,sahel,6651590,44,2025-04-28,2025,18,369,4,0,5.548,0.06,0.0
2024/2025,Borno,NE,sahel,6651590,45,2025-05-05,2025,19,292,2,1,4.39,0.03,0.015
2024/2025,Borno,NE,sahel,6651590,46,2025-05-12,2025,20,328,5,0,4.931,0.075,0.0
2024/2025,Borno,NE,sahel,6651590,47,2025-05-19,2025,21,225,6,0,3.383,0.09,0.0
2024/2025,Borno,NE,sahel,6651590,48,2025-05-26,2025,22,387,3,1,5.818,0.045,0.015
2024/2025,Borno,NE,sahel,6651590,49,2025-06-02,2025,23,356,4,0,5.352,0.06,0.0
2024/2025,Borno,NE,sahel,6651590,50,2025-06-09,2025,24,270,1,0,4.059,0.015,0.0
2024/2025,Borno,NE,sahel,6651590,51,2025-06-16,2025,25,276,4,0,4.149,0.06,0.0
2024/2025,Borno,NE,sahel,6651590,52,2025-06-23,2025,26,182,8,1,2.736,0.12,0.015
2024/2025,Ogun,SW,tropical,6445275,1,2024-07-01,2024,27,842,8,1,13.064,0.124,0.016
2024/2025,Ogun,SW,tropical,6445275,2,2024-07-08,2024,28,199,2,0,3.088,0.031,0.0
2024/2025,Ogun,SW,tropical,6445275,3,2024-07-15,2024,29,252,1,0,3.91,0.016,0.0
2024/2025,Ogun,SW,tropical,6445275,4,2024-07-22,2024,30,165,3,0,2.56,0.047,0.0
2024/2025,Ogun,SW,tropical,6445275,5,2024-07-29,2024,31,214,4,2,3.32,0.062,0.031
2024/2025,Ogun,SW,tropical,6445275,6,2024-08-05,2024,32,286,5,0,4.437,0.078,0.0
2024/2025,Ogun,SW,tropical,6445275,7,2024-08-12,2024,33,200,5,0,3.103,0.078,0.0
2024/2025,Ogun,SW,tropical,6445275,8,2024-08-19,2024,34,480,7,0,7.447,0.109,0.0
2024/2025,Ogun,SW,tropical,6445275,9,2024-08-26,2024,35,813,17,1,12.614,0.264,0.016
2024/2025,Ogun,SW,tropical,6445275,10,2024-09-02,2024,36,1225,35,2,19.006,0.543,0.031
2024/2025,Ogun,SW,tropical,6445275,11,2024-09-09,2024,37,2465,100,5,38.245,1.552,0.078
2024/2025,Ogun,SW,tropical,6445275,12,2024-09-16,2024,38,14251,374,12,221.108,5.803,0.186
2024/2025,Ogun,SW,tropical,6445275,13,2024-09-23,2024,39,42239,637,64,655.348,9.883,0.993
2024/2025,Ogun,SW,tropical,6445275,14,2024-09-30,2024,40,156165,2100,127,2422.938,32.582,1.97
2024/2025,Ogun,SW,tropical,6445275,15,2024-10-07,2024,41,275308,2922,214,4271.47,45.336,3.32
2024/2025,Ogun,SW,tropical,6445275,16,2024-10-14,2024,42,168757,2392,220,2618.306,37.112,3.413
2024/2025,Ogun,SW,tropical,6445275,17,2024-10-21,2024,43,100218,1938,76,1554.907,30.069,1.179
2024/2025,Ogun,SW,tropical,6445275,18,2024-10-28,2024,44,22117,366,18,343.151,5.679,0.279
2024/2025,Ogun,SW,tropical,6445275,19,2024-11-04,2024,45,2716,75,1,42.139,1.164,0.016
2024/2025,Ogun,SW,tropical,6445275,20,2024-11-11,2024,46,570,16,1,8.844,0.248,0.016
2024/2025,Ogun,SW,tropical,6445275,21,2024-11-18,2024,47,278,3,0,4.313,0.047,0.0
2024/2025,Ogun,SW,tropical,6445275,22,2024-11-25,2024,48,421,5,0,6.532,0.078,0.0
2024/2025,Ogun,SW,tropical,6445275,23,2024-12-02,2024,49,951,15,0,14.755,0.233,0.0
2024/2025,Ogun,SW,tropical,6445275,24,2024-12-09,2024,50,1570,29,4,24.359,0.45,0.062
2024/2025,Ogun,SW,tropical,6445275,25,2024-12-16,2024,51,6030,67,8,93.557,1.04,0.124
2024/2025,Ogun,SW,tropical,6445275,26,2024-12-23,2024,52,5797,156,24,89.942,2.42,0.372
2024/2025,Ogun,SW,tropical,6445275,27,2024-12-30,2025,1,29996,210,38,465.395,3.258,0.59
2024/2025,Ogun,SW,tropical,6445275,28,2025-01-06,2025,2,36302,930,43,563.234,14.429,0.667
2024/2025,Ogun,SW,tropical,6445275,29,2025-01-13,2025,3,31918,763,62,495.215,11.838,0.962
2024/2025,Ogun,SW,tropical,6445275,30,2025-01-20,2025,4,32991,910,48,511.863,14.119,0.745
2024/2025,Ogun,SW,tropical,6445275,31,2025-01-27,2025,5,21752,179,28,337.488,2.777,0.434
2024/2025,Ogun,SW,tropical,6445275,32,2025-02-03,2025,6,5298,69,6,82.2,1.071,0.093
2024/2025,Ogun,SW,tropical,6445275,33,2025-02-10,2025,7,519,20,2,8.052,0.31,0.031
2024/2025,Ogun,SW,tropical,6445275,34,2025-02-17,2025,8,160,1,0,2.482,0.016,0.0
2024/2025,Ogun,SW,tropical,6445275,35,2025-02-24,2025,9,223,8,0,3.46,0.124,0.0
2024/2025,Ogun,SW,tropical,6445275,36,2025-03-03,2025,10,186,3,0,2.886,0.047,0.0
2024/2025,Ogun,SW,tropical,6445275,37,2025-03-10,2025,11,157,2,1,2.436,0.031,0.016
2024/2025,Ogun,SW,tropical,6445275,38,2025-03-17,2025,12,192,2,0,2.979,0.031,0.0
2024/2025,Ogun,SW,tropical,6445275,39,2025-03-24,2025,13,164,4,0,2.544,0.062,0.0
2024/2025,Ogun,SW,tropical,6445275,40,2025-03-31,2025,14,194,1,0,3.01,0.016,0.0
2024/2025,Ogun,SW,tropical,6445275,41,2025-04-07,2025,15,188,5,1,2.917,0.078,0.016
2024/2025,Ogun,SW,tropical,6445275,42,2025-04-14,2025,16,237,1,1,3.677,0.016,0.016
2024/2025,Ogun,SW,tropical,6445275,43,2025-04-21,2025,17,127,2,0,1.97,0.031,0.0
2024/2025,Ogun,SW,tropical,6445275,44,2025-04-28,2025,18,109,5,0,1.691,0.078,0.0
2024/2025,Ogun,SW,tropical,6445275,45,2025-05-05,2025,19,229,2,0,3.553,0.031,0.0
2024/2025,Ogun,SW,tropical,6445275,46,2025-05-12,2025,20,162,4,0,2.513,0.062,0.0
2024/2025,Ogun,SW,tropical,6445275,47,2025-05-19,2025,21,104,2,0,1.614,0.031,0.0
2024/2025,Ogun,SW,tropical,6445275,48,2025-05-26,2025,22,176,3,0,2.731,0.047,0.0
2024/2025,Ogun,SW,tropical,6445275,49,2025-06-02,2025,23,148,2,0,2.296,0.031,0.0
2024/2025,Ogun,SW,tropical,6445275,50,2025-06-09,2025,24,218,1,0,3.382,0.016,0.0
2024/2025,Ogun,SW,tropical,6445275,51,2025-06-16,2025,25,217,1,0,3.367,0.016,0.0
2024/2025,Ogun,SW,tropical,6445275,52,2025-06-23,2025,26,214,5,0,3.32,0.078,0.0
2024/2025,Sokoto,NW,sahel,6163187,1,2024-07-01,2024,27,1131,9,6,18.351,0.146,0.097
2024/2025,Sokoto,NW,sahel,6163187,2,2024-07-08,2024,28,394,3,0,6.393,0.049,0.0
2024/2025,Sokoto,NW,sahel,6163187,3,2024-07-15,2024,29,499,4,0,8.096,0.065,0.0
2024/2025,Sokoto,NW,sahel,6163187,4,2024-07-22,2024,30,266,6,0,4.316,0.097,0.0
2024/2025,Sokoto,NW,sahel,6163187,5,2024-07-29,2024,31,223,1,0,3.618,0.016,0.0
2024/2025,Sokoto,NW,sahel,6163187,6,2024-08-05,2024,32,229,3,1,3.716,0.049,0.016
2024/2025,Sokoto,NW,sahel,6163187,7,2024-08-12,2024,33,217,3,2,3.521,0.049,0.032
2024/2025,Sokoto,NW,sahel,6163187,8,2024-08-19,2024,34,367,1,0,5.955,0.016,0.0
2024/2025,Sokoto,NW,sahel,6163187,9,2024-08-26,2024,35,248,2,1,4.024,0.032,0.016
2024/2025,Sokoto,NW,sahel,6163187,10,2024-09-02,2024,36,310,7,0,5.03,0.114,0.0
2024/2025,Sokoto,NW,sahel,6163187,11,2024-09-09,2024,37,414,8,0,6.717,0.13,0.0
2024/2025,Sokoto,NW,sahel,6163187,12,2024-09-16,2024,38,1229,16,2,19.941,0.26,0.032
2024/2025,Sokoto,NW,sahel,6163187,13,2024-09-23,2024,39,1689,23,5,27.405,0.373,0.081
2024/2025,Sokoto,NW,sahel,6163187,14,2024-09-30,2024,40,6450,100,9,104.654,1.623,0.146
2024/2025,Sokoto,NW,sahel,6163187,15,2024-10-07,2024,41,13488,267,16,218.848,4.332,0.26
2024/2025,Sokoto,NW,sahel,6163187,16,2024-10-14,2024,42,59775,562,76,969.872,9.119,1.233
2024/2025,Sokoto,NW,sahel,6163187,17,2024-10-21,2024,43,101462,945,80,1646.259,15.333,1.298
2024/2025,Sokoto,NW,sahel,6163187,18,2024-10-28,2024,44,97941,1754,214,1589.129,28.459,3.472
2024/2025,Sokoto,NW,sahel,6163187,19,2024-11-04,2024,45,136477,1376,155,2214.39,22.326,2.515
2024/2025,Sokoto,NW,sahel,6163187,20,2024-11-11,2024,46,22447,326,85,364.211,5.289,1.379
2024/2025,Sokoto,NW,sahel,6163187,21,2024-11-18,2024,47,4704,70,11,76.324,1.136,0.178
2024/2025,Sokoto,NW,sahel,6163187,22,2024-11-25,2024,48,1182,19,1,19.178,0.308,0.016
2024/2025,Sokoto,NW,sahel,6163187,23,2024-12-02,2024,49,1040,9,1,16.874,0.146,0.016
2024/2025,Sokoto,NW,sahel,6163187,24,2024-12-09,2024,50,1545,31,7,25.068,0.503,0.114
2024/2025,Sokoto,NW,sahel,6163187,25,2024-12-16,2024,51,10107,85,9,163.99,1.379,0.146
2024/2025,Sokoto,NW,sahel,6163187,26,2024-12-23,2024,52,29641,268,25,480.936,4.348,0.406
2024/2025,Sokoto,NW,sahel,6163187,27,2024-12-30,2025,1,34934,926,42,566.817,15.025,0.681
2024/2025,Sokoto,NW,sahel,6163187,28,2025-01-06,2025,2,96197,1335,301,1560.832,21.661,4.884
2024/2025,Sokoto,NW,sahel,6163187,29,2025-01-13,2025,3,75000,853,189,1216.903,13.84,3.067
2024/2025,Sokoto,NW,sahel,6163187,30,2025-01-20,2025,4,41095,909,163,666.782,14.749,2.645
2024/2025,Sokoto,NW,sahel,6163187,31,2025-01-27,2025,5,27519,513,46,446.506,8.324,0.746
2024/2025,Sokoto,NW,sahel,6163187,32,2025-02-03,2025,6,11222,93,27,182.081,1.509,0.438
2024/2025,Sokoto,NW,sahel,6163187,33,2025-02-10,2025,7,1935,23,2,31.396,0.373,0.032
2024/2025,Sokoto,NW,sahel,6163187,34,2025-02-17,2025,8,383,2,0,6.214,0.032,0.0
2024/2025,Sokoto,NW,sahel,6163187,35,2025-02-24,2025,9,366,7,0,5.938,0.114,0.0
2024/2025,Sokoto,NW,sahel,6163187,36,2025-03-03,2025,10,202,3,0,3.278,0.049,0.0
2024/2025,Sokoto,NW,sahel,6163187,37,2025-03-10,2025,11,279,7,0,4.527,0.114,0.0
2024/2025,Sokoto,NW,sahel,6163187,38,2025-03-17,2025,12,356,4,0,5.776,0.065,0.0
2024/2025,Sokoto,NW,sahel,6163187,39,2025-03-24,2025,13,276,3,2,4.478,0.049,0.032
2024/2025,Sokoto,NW,sahel,6163187,40,2025-03-31,2025,14,398,2,0,6.458,0.032,0.0
2024/2025,Sokoto,NW,sahel,6163187,41,2025-04-07,2025,15,128,7,0,2.077,0.114,0.0
2024/2025,Sokoto,NW,sahel,6163187,42,2025-04-14,2025,16,259,7,1,4.202,0.114,0.016
2024/2025,Sokoto,NW,sahel,6163187,43,2025-04-21,2025,17,208,1,1,3.375,0.016,0.016
2024/2025,Sokoto,NW,sahel,6163187,44,2025-04-28,2025,18,239,8,0,3.878,0.13,0.0
2024/2025,Sokoto,NW,sahel,6163187,45,2025-05-05,2025,19,240,3,1,3.894,0.049,0.016
2024/2025,Sokoto,NW,sahel,6163187,46,2025-05-12,2025,20,223,7,2,3.618,0.114,0.032
2024/2025,Sokoto,NW,sahel,6163187,47,2025-05-19,2025,21,253,3,1,4.105,0.049,0.016
2024/2025,Sokoto,NW,sahel,6163187,48,2025-05-26,2025,22,189,5,2,3.067,0.081,0.032
2024/2025,Sokoto,NW,sahel,6163187,49,2025-06-02,2025,23,231,6,1,3.748,0.097,0.016
2024/2025,Sokoto,NW,sahel,6163187,50,2025-06-09,2025,24,261,1,0,4.235,0.016,0.0
2024/2025,Sokoto,NW,sahel,6163187,51,2025-06-16,2025,25,329,3,0,5.338,0.049,0.0
2024/2025,Sokoto,NW,sahel,6163187,52,2025-06-23,2025,26,359,4,2,5.825,0.065,0.032
2024/2025,Delta,SS,tropical,6107543,1,2024-07-01,2024,27,867,12,1,14.196,0.196,0.016
2024/2025,Delta,SS,tropical,6107543,2,2024-07-08,2024,28,212,3,0,3.471,0.049,0.0
2024/2025,Delta,SS,tropical,6107543,3,2024-07-15,2024,29,254,6,1,4.159,0.098,0.016
2024/2025,Delta,SS,tropical,6107543,4,2024-07-22,2024,30,214,5,0,3.504,0.082,0.0
2024/2025,Delta,SS,tropical,6107543,5,2024-07-29,2024,31,283,5,0,4.634,0.082,0.0
2024/2025,Delta,SS,tropical,6107543,6,2024-08-05,2024,32,225,2,0,3.684,0.033,0.0
2024/2025,Delta,SS,tropical,6107543,7,2024-08-12,2024,33,249,6,0,4.077,0.098,0.0
2024/2025,Delta,SS,tropical,6107543,8,2024-08-19,2024,34,317,6,0,5.19,0.098,0.0
2024/2025,Delta,SS,tropical,6107543,9,2024-08-26,2024,35,732,9,2,11.985,0.147,0.033
2024/2025,Delta,SS,tropical,6107543,10,2024-09-02,2024,36,1969,21,2,32.239,0.344,0.033
2024/2025,Delta,SS,tropical,6107543,11,2024-09-09,2024,37,4342,74,14,71.092,1.212,0.229
2024/2025,Delta,SS,tropical,6107543,12,2024-09-16,2024,38,13835,231,25,226.523,3.782,0.409
2024/2025,Delta,SS,tropical,6107543,13,2024-09-23,2024,39,37734,710,38,617.826,11.625,0.622
2024/2025,Delta,SS,tropical,6107543,14,2024-09-30,2024,40,93309,1544,99,1527.767,25.28,1.621
2024/2025,Delta,SS,tropical,6107543,15,2024-10-07,2024,41,151924,2322,152,2487.481,38.019,2.489
2024/2025,Delta,SS,tropical,6107543,16,2024-10-14,2024,42,233180,2151,148,3817.902,35.219,2.423
2024/2025,Delta,SS,tropical,6107543,17,2024-10-21,2024,43,100609,1036,71,1647.291,16.963,1.162
2024/2025,Delta,SS,tropical,6107543,18,2024-10-28,2024,44,21009,368,43,343.984,6.025,0.704
2024/2025,Delta,SS,tropical,6107543,19,2024-11-04,2024,45,3287,50,4,53.819,0.819,0.065
2024/2025,Delta,SS,tropical,6107543,20,2024-11-11,2024,46,737,10,0,12.067,0.164,0.0
2024/2025,Delta,SS,tropical,6107543,21,2024-11-18,2024,47,483,6,1,7.908,0.098,0.016
2024/2025,Delta,SS,tropical,6107543,22,2024-11-25,2024,48,403,5,0,6.598,0.082,0.0
2024/2025,Delta,SS,tropical,6107543,23,2024-12-02,2024,49,547,13,2,8.956,0.213,0.033
2024/2025,Delta,SS,tropical,6107543,24,2024-12-09,2024,50,850,24,2,13.917,0.393,0.033
2024/2025,Delta,SS,tropical,6107543,25,2024-12-16,2024,51,4710,68,5,77.118,1.113,0.082
2024/2025,Delta,SS,tropical,6107543,26,2024-12-23,2024,52,8227,128,11,134.702,2.096,0.18
2024/2025,Delta,SS,tropical,6107543,27,2024-12-30,2025,1,18267,383,22,299.089,6.271,0.36
2024/2025,Delta,SS,tropical,6107543,28,2025-01-06,2025,2,39848,956,34,652.439,15.653,0.557
2024/2025,Delta,SS,tropical,6107543,29,2025-01-13,2025,3,70435,1128,31,1153.246,18.469,0.508
2024/2025,Delta,SS,tropical,6107543,30,2025-01-20,2025,4,41216,612,41,674.838,10.02,0.671
2024/2025,Delta,SS,tropical,6107543,31,2025-01-27,2025,5,18927,191,14,309.895,3.127,0.229
2024/2025,Delta,SS,tropical,6107543,32,2025-02-03,2025,6,5716,44,7,93.589,0.72,0.115
2024/2025,Delta,SS,tropical,6107543,33,2025-02-10,2025,7,480,8,1,7.859,0.131,0.016
2024/2025,Delta,SS,tropical,6107543,34,2025-02-17,2025,8,306,2,1,5.01,0.033,0.016
2024/2025,Delta,SS,tropical,6107543,35,2025-02-24,2025,9,151,5,1,2.472,0.082,0.016
2024/2025,Delta,SS,tropical,6107543,36,2025-03-03,2025,10,235,1,0,3.848,0.016,0.0
2024/2025,Delta,SS,tropical,6107543,37,2025-03-10,2025,11,157,2,0,2.571,0.033,0.0
2024/2025,Delta,SS,tropical,6107543,38,2025-03-17,2025,12,85,0,0,1.392,0.0,0.0
2024/2025,Delta,SS,tropical,6107543,39,2025-03-24,2025,13,94,4,0,1.539,0.065,0.0
2024/2025,Delta,SS,tropical,6107543,40,2025-03-31,2025,14,102,8,0,1.67,0.131,0.0
2024/2025,Delta,SS,tropical,6107543,41,2025-04-07,2025,15,405,3,0,6.631,0.049,0.0
2024/2025,Delta,SS,tropical,6107543,42,2025-04-14,2025,16,217,5,0,3.553,0.082,0.0
2024/2025,Delta,SS,tropical,6107543,43,2025-04-21,2025,17,191,3,1,3.127,0.049,0.016
2024/2025,Delta,SS,tropical,6107543,44,2025-04-28,2025,18,118,4,0,1.932,0.065,0.0
2024/2025,Delta,SS,tropical,6107543,45,2025-05-05,2025,19,183,3,0,2.996,0.049,0.0
2024/2025,Delta,SS,tropical,6107543,46,2025-05-12,2025,20,151,3,0,2.472,0.049,0.0
2024/2025,Delta,SS,tropical,6107543,47,2025-05-19,2025,21,175,1,0,2.865,0.016,0.0
2024/2025,Delta,SS,tropical,6107543,48,2025-05-26,2025,22,214,2,0,3.504,0.033,0.0
2024/2025,Delta,SS,tropical,6107543,49,2025-06-02,2025,23,156,6,0,2.554,0.098,0.0
2024/2025,Delta,SS,tropical,6107543,50,2025-06-09,2025,24,186,2,0,3.045,0.033,0.0
2024/2025,Delta,SS,tropical,6107543,51,2025-06-16,2025,25,125,3,1,2.047,0.049,0.016
2024/2025,Delta,SS,tropical,6107543,52,2025-06-23,2025,26,213,3,0,3.487,0.049,0.0
2024/2025,Imo,SE,tropical,6067722,1,2024-07-01,2024,27,759,17,1,12.509,0.28,0.016
2024/2025,Imo,SE,tropical,6067722,2,2024-07-08,2024,28,268,4,0,4.417,0.066,0.0
2024/2025,Imo,SE,tropical,6067722,3,2024-07-15,2024,29,284,3,0,4.681,0.049,0.0
2024/2025,Imo,SE,tropical,6067722,4,2024-07-22,2024,30,108,2,0,1.78,0.033,0.0
2024/2025,Imo,SE,tropical,6067722,5,2024-07-29,2024,31,136,2,0,2.241,0.033,0.0
2024/2025,Imo,SE,tropical,6067722,6,2024-08-05,2024,32,112,2,0,1.846,0.033,0.0
2024/2025,Imo,SE,tropical,6067722,7,2024-08-12,2024,33,213,6,0,3.51,0.099,0.0
2024/2025,Imo,SE,tropical,6067722,8,2024-08-19,2024,34,252,7,1,4.153,0.115,0.016
2024/2025,Imo,SE,tropical,6067722,9,2024-08-26,2024,35,598,9,0,9.855,0.148,0.0
2024/2025,Imo,SE,tropical,6067722,10,2024-09-02,2024,36,2605,27,0,42.932,0.445,0.0
2024/2025,Imo,SE,tropical,6067722,11,2024-09-09,2024,37,5051,74,7,83.244,1.22,0.115
2024/2025,Imo,SE,tropical,6067722,12,2024-09-16,2024,38,11446,174,15,188.638,2.868,0.247
2024/2025,Imo,SE,tropical,6067722,13,2024-09-23,2024,39,41737,419,46,687.853,6.905,0.758
2024/2025,Imo,SE,tropical,6067722,14,2024-09-30,2024,40,140806,1867,106,2320.574,30.769,1.747
2024/2025,Imo,SE,tropical,6067722,15,2024-10-07,2024,41,190967,2671,226,3147.26,44.02,3.725
2024/2025,Imo,SE,tropical,6067722,16,2024-10-14,2024,42,224951,3478,205,3707.339,57.32,3.379
2024/2025,Imo,SE,tropical,6067722,17,2024-10-21,2024,43,91463,1654,76,1507.37,27.259,1.253
2024/2025,Imo,SE,tropical,6067722,18,2024-10-28,2024,44,25520,224,15,420.586,3.692,0.247
2024/2025,Imo,SE,tropical,6067722,19,2024-11-04,2024,45,3412,91,13,56.232,1.5,0.214
2024/2025,Imo,SE,tropical,6067722,20,2024-11-11,2024,46,718,6,1,11.833,0.099,0.016
2024/2025,Imo,SE,tropical,6067722,21,2024-11-18,2024,47,348,1,0,5.735,0.016,0.0
2024/2025,Imo,SE,tropical,6067722,22,2024-11-25,2024,48,443,8,0,7.301,0.132,0.0
2024/2025,Imo,SE,tropical,6067722,23,2024-12-02,2024,49,600,8,2,9.888,0.132,0.033
2024/2025,Imo,SE,tropical,6067722,24,2024-12-09,2024,50,1374,20,3,22.644,0.33,0.049
2024/2025,Imo,SE,tropical,6067722,25,2024-12-16,2024,51,2973,80,11,48.997,1.318,0.181
2024/2025,Imo,SE,tropical,6067722,26,2024-12-23,2024,52,12293,137,14,202.597,2.258,0.231
2024/2025,Imo,SE,tropical,6067722,27,2024-12-30,2025,1,15623,565,35,257.477,9.312,0.577
2024/2025,Imo,SE,tropical,6067722,28,2025-01-06,2025,2,33646,836,42,554.508,13.778,0.692
2024/2025,Imo,SE,tropical,6067722,29,2025-01-13,2025,3,78567,552,61,1294.835,9.097,1.005
2024/2025,Imo,SE,tropical,6067722,30,2025-01-20,2025,4,33759,541,39,556.37,8.916,0.643
2024/2025,Imo,SE,tropical,6067722,31,2025-01-27,2025,5,17578,397,27,289.697,6.543,0.445
2024/2025,Imo,SE,tropical,6067722,32,2025-02-03,2025,6,2851,42,6,46.986,0.692,0.099
2024/2025,Imo,SE,tropical,6067722,33,2025-02-10,2025,7,691,17,0,11.388,0.28,0.0
2024/2025,Imo,SE,tropical,6067722,34,2025-02-17,2025,8,254,3,1,4.186,0.049,0.016
2024/2025,Imo,SE,tropical,6067722,35,2025-02-24,2025,9,230,4,0,3.791,0.066,0.0
2024/2025,Imo,SE,tropical,6067722,36,2025-03-03,2025,10,253,5,0,4.17,0.082,0.0
2024/2025,Imo,SE,tropical,6067722,37,2025-03-10,2025,11,206,6,0,3.395,0.099,0.0
2024/2025,Imo,SE,tropical,6067722,38,2025-03-17,2025,12,132,3,1,2.175,0.049,0.016
2024/2025,Imo,SE,tropical,6067722,39,2025-03-24,2025,13,222,3,0,3.659,0.049,0.0
2024/2025,Imo,SE,tropical,6067722,40,2025-03-31,2025,14,111,0,0,1.829,0.0,0.0
2024/2025,Imo,SE,tropical,6067722,41,2025-04-07,2025,15,94,5,1,1.549,0.082,0.016
2024/2025,Imo,SE,tropical,6067722,42,2025-04-14,2025,16,116,4,0,1.912,0.066,0.0
2024/2025,Imo,SE,tropical,6067722,43,2025-04-21,2025,17,105,2,0,1.73,0.033,0.0
2024/2025,Imo,SE,tropical,6067722,44,2025-04-28,2025,18,289,8,0,4.763,0.132,0.0
2024/2025,Imo,SE,tropical,6067722,45,2025-05-05,2025,19,186,3,0,3.065,0.049,0.0
2024/2025,Imo,SE,tropical,6067722,46,2025-05-12,2025,20,196,4,0,3.23,0.066,0.0
2024/2025,Imo,SE,tropical,6067722,47,2025-05-19,2025,21,165,0,0,2.719,0.0,0.0
2024/2025,Imo,SE,tropical,6067722,48,2025-05-26,2025,22,202,1,0,3.329,0.016,0.0
2024/2025,Imo,SE,tropical,6067722,49,2025-06-02,2025,23,227,6,0,3.741,0.099,0.0
2024/2025,Imo,SE,tropical,6067722,50,2025-06-09,2025,24,274,5,0,4.516,0.082,0.0
2024/2025,Imo,SE,tropical,6067722,51,2025-06-16,2025,25,196,4,1,3.23,0.066,0.016
2024/2025,Imo,SE,tropical,6067722,52,2025-06-23,2025,26,163,6,1,2.686,0.099,0.016
2024/2025,Kebbi,NW,sahel,6001610,1,2024-07-01,2024,27,944,16,1,15.729,0.267,0.017
2024/2025,Kebbi,NW,sahel,6001610,2,2024-07-08,2024,28,361,6,0,6.015,0.1,0.0
2024/2025,Kebbi,NW,sahel,6001610,3,2024-07-15,2024,29,154,1,0,2.566,0.017,0.0
2024/2025,Kebbi,NW,sahel,6001610,4,2024-07-22,2024,30,354,3,2,5.898,0.05,0.033
2024/2025,Kebbi,NW,sahel,6001610,5,2024-07-29,2024,31,288,2,0,4.799,0.033,0.0
2024/2025,Kebbi,NW,sahel,6001610,6,2024-08-05,2024,32,234,3,0,3.899,0.05,0.0
2024/2025,Kebbi,NW,sahel,6001610,7,2024-08-12,2024,33,233,2,1,3.882,0.033,0.017
2024/2025,Kebbi,NW,sahel,6001610,8,2024-08-19,2024,34,264,1,1,4.399,0.017,0.017
2024/2025,Kebbi,NW,sahel,6001610,9,2024-08-26,2024,35,147,7,0,2.449,0.117,0.0
2024/2025,Kebbi,NW,sahel,6001610,10,2024-09-02,2024,36,309,6,1,5.149,0.1,0.017
2024/2025,Kebbi,NW,sahel,6001610,11,2024-09-09,2024,37,347,3,0,5.782,0.05,0.0
2024/2025,Kebbi,NW,sahel,6001610,12,2024-09-16,2024,38,976,4,2,16.262,0.067,0.033
2024/2025,Kebbi,NW,sahel,6001610,13,2024-09-23,2024,39,2613,19,1,43.538,0.317,0.017
2024/2025,Kebbi,NW,sahel,6001610,14,2024-09-30,2024,40,6038,76,8,100.606,1.266,0.133
2024/2025,Kebbi,NW,sahel,6001610,15,2024-10-07,2024,41,15144,282,35,252.332,4.699,0.583
2024/2025,Kebbi,NW,sahel,6001610,16,2024-10-14,2024,42,73965,1040,80,1232.419,17.329,1.333
2024/2025,Kebbi,NW,sahel,6001610,17,2024-10-21,2024,43,61077,1565,180,1017.677,26.076,2.999
2024/2025,Kebbi,NW,sahel,6001610,18,2024-10-28,2024,44,131620,1232,318,2193.078,20.528,5.299
2024/2025,Kebbi,NW,sahel,6001610,19,2024-11-04,2024,45,129775,1049,193,2162.336,17.479,3.216
2024/2025,Kebbi,NW,sahel,6001610,20,2024-11-11,2024,46,25004,302,118,416.622,5.032,1.966
2024/2025,Kebbi,NW,sahel,6001610,21,2024-11-18,2024,47,4820,67,7,80.312,1.116,0.117
2024/2025,Kebbi,NW,sahel,6001610,22,2024-11-25,2024,48,986,9,1,16.429,0.15,0.017
2024/2025,Kebbi,NW,sahel,6001610,23,2024-12-02,2024,49,904,11,0,15.063,0.183,0.0
2024/2025,Kebbi,NW,sahel,6001610,24,2024-12-09,2024,50,2416,25,4,40.256,0.417,0.067
2024/2025,Kebbi,NW,sahel,6001610,25,2024-12-16,2024,51,5209,84,7,86.793,1.4,0.117
2024/2025,Kebbi,NW,sahel,6001610,26,2024-12-23,2024,52,21094,207,38,351.472,3.449,0.633
2024/2025,Kebbi,NW,sahel,6001610,27,2024-12-30,2025,1,40486,817,139,674.586,13.613,2.316
2024/2025,Kebbi,NW,sahel,6001610,28,2025-01-06,2025,2,61713,1088,227,1028.274,18.128,3.782
2024/2025,Kebbi,NW,sahel,6001610,29,2025-01-13,2025,3,76033,1134,234,1266.877,18.895,3.899
2024/2025,Kebbi,NW,sahel,6001610,30,2025-01-20,2025,4,83563,1104,125,1392.343,18.395,2.083
2024/2025,Kebbi,NW,sahel,6001610,31,2025-01-27,2025,5,30188,409,66,502.998,6.815,1.1
2024/2025,Kebbi,NW,sahel,6001610,32,2025-02-03,2025,6,8443,117,26,140.679,1.949,0.433
2024/2025,Kebbi,NW,sahel,6001610,33,2025-02-10,2025,7,1790,15,3,29.825,0.25,0.05
2024/2025,Kebbi,NW,sahel,6001610,34,2025-02-17,2025,8,347,1,0,5.782,0.017,0.0
2024/2025,Kebbi,NW,sahel,6001610,35,2025-02-24,2025,9,271,9,0,4.515,0.15,0.0
2024/2025,Kebbi,NW,sahel,6001610,36,2025-03-03,2025,10,237,2,0,3.949,0.033,0.0
2024/2025,Kebbi,NW,sahel,6001610,37,2025-03-10,2025,11,281,2,0,4.682,0.033,0.0
2024/2025,Kebbi,NW,sahel,6001610,38,2025-03-17,2025,12,226,4,0,3.766,0.067,0.0
